nombre,categoria_maps,telefono,telefono_norm,posible_celular,whatsapp_link,email,ciudad,calificacion,sitio_web,ecommerce,fuente,url_listing
Mayorista Storni,Mayorista,011 7060-7516,+541170607516,SI,https://wa.me/541170607516,,"Betharram 1300, B1682BNN Villa Bosch, Provincia de Buenos Aires",,http://www.grupostorni.com.ar/,ERROR,GoogleMaps,https://www.google.com/maps/place/Mayorista+Storni/data=!4m7!3m6!1s0x95bcb767caad488d:0xba37bad19518e7d6!8m2!3d-34.5821313!4d-58.5860007!16s%2Fg%2F11nrs222yd!19sChIJjUityme3vJUR1ucYldG6N7o?authuser=0&hl=es-419&rclk=1
Mayorista Jrs,Tienda de comestibles mayorista,011 4621-7661,+541146217661,SI,https://wa.me/541146217661,,"KZR Ituzaingo Buenos Aires AR, Cnel. Brandsen 2108, B1714",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Mayorista+Jrs/data=!4m7!3m6!1s0x95bcbf0c97fc0d63:0xb2457805b33d9e01!8m2!3d-34.6429104!4d-58.6854838!16s%2Fg%2F1hc5zygtw!19sChIJYw38lwy_vJURAZ49swV4RbI?authuser=0&hl=es-419&rclk=1
Mayorista sabores nuestros .,Proveedor mayorista de alimentos,011 2627-4321,+541126274321,SI,https://wa.me/541126274321,,"José Hernández 4745, B1653 Villa Coronel José María Zapiola, Provincia de Buenos Aires",,https://www.facebook.com/ventassaboresnuestros/,ERROR,GoogleMaps,https://www.google.com/maps/place/Mayorista+sabores+nuestros+./data=!4m7!3m6!1s0x95bcb96607a3eaab:0xee04b2b42f98edc2!8m2!3d-34.5645442!4d-58.568248!16s%2Fg%2F11fnq3gkkk!19sChIJq-qjB2a5vJURwu2YL7SyBO4?authuser=0&hl=es-419&rclk=1
Área Sur,Proveedor mayorista de alimentos,011 15-5618-3556,+54111556183556,NO,https://wa.me/5491156183505,,"Av. Tte. Gral. Donato Álvarez 3479, B1825 Monte Chingolo, Provincia de Buenos Aires",,https://areasur.com.ar/,OTRO,GoogleMaps,https://www.google.com/maps/place/%C3%81rea+Sur/data=!4m7!3m6!1s0x95a332bc2d42f545:0x924ad95cd2e6bf63!8m2!3d-34.7138253!4d-58.3515761!16s%2Fg%2F11d_w43jz3!19sChIJRfVCLbwyo5URY7_m0lzZSpI?authuser=0&hl=es-419&rclk=1
Distribuidora Valladares,Tienda de comestibles mayorista,011 5616-2343,+541156162343,SI,https://wa.me/541156162343,,"ALI, Baradero 1713, B1708 Morón, Provincia de Buenos Aires",,https://pedixapp.com/distribuidora-valladares/categorias,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Distribuidora+Valladares/data=!4m7!3m6!1s0x95bcc6d9ccb2041f:0x902d786476bc7d32!8m2!3d-34.6921444!4d-58.6333819!16s%2Fg%2F11b7tr0x31!19sChIJHwSyzNnGvJURMn28dmR4LZA?authuser=0&hl=es-419&rclk=1
"Distribuidora Mayorista ""Oscar""",Tienda de golosinas,011 3580-3584,+541135803584,SI,https://wa.me/541135803584,,"Av. Eva Perón 4795, B1832 Buenos Aires, Provincia de Buenos Aires",,https://mayoristaoscar.ddns.net/,ERROR,GoogleMaps,https://www.google.com/maps/place/Distribuidora+Mayorista+%22Oscar%22/data=!4m7!3m6!1s0x95a32d119700556b:0x81f2296e65900a5e!8m2!3d-34.7507346!4d-58.3395327!16s%2Fg%2F11byl8h_tt!19sChIJa1UAlxEto5URXgqQZW4p8oE?authuser=0&hl=es-419&rclk=1
Distribuidora Golo,Mayorista,011 2337-0681,+541123370681,SI,https://wa.me/541123370681,,"Av. Jujuy 1358, C1247 Turku, Cdad. Autónoma de Buenos Aires",,https://distribuidoragolo.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Distribuidora+Golo/data=!4m7!3m6!1s0x95bccb1c355acea5:0x3248e679b175b90f!8m2!3d-34.6256822!4d-58.4015868!16s%2Fg%2F11b76c1vnj!19sChIJpc5aNRzLvJURD7l1sXnmSDI?authuser=0&hl=es-419&rclk=1
Mayorista San Vicente,Mayorista de confitería,011 5016-5178,+541150165178,SI,https://wa.me/541150165178,,"C. Rawson 18, B1865 San Vicente, Provincia de Buenos Aires",,https://www.instagram.com/mayoristadegolosinas.sv?igsh=MWVzbDhudG1oMHl1OQ==&utm_source=qr,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Mayorista+San+Vicente/data=!4m7!3m6!1s0x95bd2d00047b53fb:0x2d002fb98e78db11!8m2!3d-35.0273428!4d-58.4214485!16s%2Fg%2F11l_1r4sg5!19sChIJ-1N7BAAtvZUREdt4jrkvAC0?authuser=0&hl=es-419&rclk=1
De Los Chicos Mayorista,Mayorista,,,,,,"Constitución 21, B1722AWE Merlo, Provincia de Buenos Aires",,https://deloschicos.tiendapropio.com/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/De+Los+Chicos+Mayorista/data=!4m7!3m6!1s0x95bcc0037bc9fde7:0x8e1c3e683bcba791!8m2!3d-34.6777974!4d-58.7274495!16s%2Fg%2F11g02g94z0!19sChIJ5_3JewPAvJURkafLO2g-HI4?authuser=0&hl=es-419&rclk=1
Golosinas Dulsisa,Tienda de golosinas,011 4786-3854,+541147863854,SI,https://wa.me/541147863854,,"Av. Cabildo 1165, C1426AAL Cdad. Autónoma de Buenos Aires",,https://www.dulsisa.com/,TiendaNube,GoogleMaps,https://www.google.com/maps/place/Golosinas+Dulsisa/data=!4m7!3m6!1s0x95bcb5c5b0a16da3:0x78db5c16a4862033!8m2!3d-34.5683781!4d-58.4476342!16s%2Fg%2F11bbrm1kb8!19sChIJo22hsMW1vJURMyCGpBZc23g?authuser=0&hl=es-419&rclk=1
Mayorista Golosinas Golosil ( NO PEDIMOS DINERO POR ADELANTADO POR NINGUN PRODUCTO!!!!,Tienda de golosinas,011 7201-8650,+541172018650,SI,https://wa.me/541172018650,,"Av. Colombres 1999 1832, B1832JBI Lomas de Zamora, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Mayorista+Golosinas+Golosil+%28+NO+PEDIMOS+DINERO+POR+ADELANTADO+POR+NINGUN+PRODUCTO!!!!/data=!4m7!3m6!1s0x95bcd264eb56fb95:0xd13aed1a57572f18!8m2!3d-34.7607176!4d-58.4244836!16s%2Fg%2F11gg685bkl!19sChIJlftW62TSvJURGC9XVxrtOtE?authuser=0&hl=es-419&rclk=1
Golosinas Bella Vista,Mayorista de confitería,011 4668-2649,+541146682649,SI,https://wa.me/541146682649,,"Maipú 1489, B1661IMC San Miguel, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Golosinas+Bella+Vista/data=!4m7!3m6!1s0x95bcbc49d05dc11d:0x5e19578a3dc1871d!8m2!3d-34.5637418!4d-58.6836087!16s%2Fg%2F11bycjyx3_!19sChIJHcFd0Em8vJURHYfBPYpXGV4?authuser=0&hl=es-419&rclk=1
Distribuidora Mar y Mar Mataderos,Tienda de golosinas,011 4686-3198,+541146863198,SI,https://wa.me/541146863198,info@golmarymar.com.ar,"Av. Juan Bautista Alberdi 5918, C1440 AAX, Cdad. Autónoma de Buenos Aires",,http://www.golmarymar.com.ar/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/Distribuidora+Mar+y+Mar+Mataderos/data=!4m7!3m6!1s0x95bcc900aa0c4929:0x983edbeb4a365566!8m2!3d-34.6525695!4d-58.5032014!16s%2Fg%2F1tghqs2x!19sChIJKUkMqgDJvJURZlU2SuvbPpg?authuser=0&hl=es-419&rclk=1
Todo Sabor,Tienda de golosinas,011 2180-0929,+541121800929,SI,https://wa.me/541121800929,,"Joaquín V. González 2977, B1824AFS Lanús, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Todo+Sabor/data=!4m7!3m6!1s0x95bccd23a7d4f4c1:0x5a013b51172e728c!8m2!3d-34.7065598!4d-58.3906881!16s%2Fg%2F1tf9t_zm!19sChIJwfTUpyPNvJURjHIuF1E7AVo?authuser=0&hl=es-419&rclk=1
Distribuidora Malvinas,Tienda de golosinas,011 2136-5078,+541121365078,SI,https://wa.me/541121365078,,"Nuestras Malvinas 1155, B1842FKY Monte Grande, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+Malvinas/data=!4m7!3m6!1s0x95bcd19db8d66de3:0xb6f557f32324e65a!8m2!3d-34.8030202!4d-58.4785121!16s%2Fg%2F11j130nbqm!19sChIJ423WuJ3RvJURWuYkI_NX9bY?authuser=0&hl=es-419&rclk=1
Golosineria Mayorista,Tienda de golosinas,,,,,,"Av. Rivadavia 2181 C1002AAA, C1002AAA Cdad. Autónoma de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Golosineria+Mayorista/data=!4m7!3m6!1s0x95bccb0b2d8ac381:0x4b25ef7e7df7d9de!8m2!3d-34.6094299!4d-58.3972503!16s%2Fg%2F11gmcdhq57!19sChIJgcOKLQvLvJUR3tn3fX7vJUs?authuser=0&hl=es-419&rclk=1
Distribuidora Laijón,Mayorista,011 2773-8865,+541127738865,SI,https://wa.me/541127738865,,"Av. Gaona 5819, B1744 Gran Buenos Aires, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+Laij%C3%B3n/data=!4m7!3m6!1s0x95bc944af7960aab:0xf14017b1531b483e!8m2!3d-34.634898!4d-58.785904!16s%2Fg%2F1q62g1mkp!19sChIJqwqW90qUvJURPkgbU7EXQPE?authuser=0&hl=es-419&rclk=1
""" La Familia"" mayorista de golosinas y artículos varios",Mayorista,011 6687-2522,+541166872522,SI,https://wa.me/541166872522,,"Dante 5711, B1682BUE Martín Coronado, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/%22+La+Familia%22+mayorista+de+golosinas+y+art%C3%ADculos+varios/data=!4m7!3m6!1s0x95bcb9b56ae6f795:0x4389da36207c89d5!8m2!3d-34.5926268!4d-58.5785649!16s%2Fg%2F11clybf184!19sChIJlffmarW5vJUR1Yl8IDbaiUM?authuser=0&hl=es-419&rclk=1
Sweet Market Mayorista De Golosinas & Candy Bar,Tienda de golosinas,011 4830-9301,+541148309301,SI,https://wa.me/541148309301,,"Av. Raúl Scalabrini Ortiz 154, C1414 DNO, Cdad. Autónoma de Buenos Aires",,http://sweetmarket.com.ar/,TiendaNube,GoogleMaps,https://www.google.com/maps/place/Sweet+Market+Mayorista+De+Golosinas+%26+Candy+Bar/data=!4m7!3m6!1s0x95bcca74aab857cb:0x52fb1760132ca815!8m2!3d-34.600746!4d-58.4405885!16s%2Fg%2F11c1qcpjwx!19sChIJy1e4qnTKvJURFagsE2AX-1I?authuser=0&hl=es-419&rclk=1
Distribuidora Mar y Mar Golosinas,Tienda de golosinas,011 4924-7638,+541149247638,SI,https://wa.me/541149247638,info@golmarymar.com.ar,"Av. Directorio 492, C1424 Cdad. Autónoma de Buenos Aires",,http://www.golmarymar.com.ar/,WooCommerce,GoogleMaps,https://www.google.com/maps/place/Distribuidora+Mar+y+Mar+Golosinas/data=!4m7!3m6!1s0x95bcca4c107a09b7:0x6bfe10bb83174ff4!8m2!3d-34.6281599!4d-58.4335538!16s%2Fg%2F11b6_hxqb7!19sChIJtwl6EEzKvJUR9E8Xg7sQ_ms?authuser=0&hl=es-419&rclk=1
Mayorista Golosinas Grand Bourg,Tienda de golosinas,02320 48-0444,+542320480444,SI,https://wa.me/542320480444,,"Av. Eva Duarte de Perón N1244, B1615KUR Grand Bourg, Provincia de Buenos Aires",,https://instagram.com/golograndbourg?igshid=YmMyMTA2M2Y=,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Mayorista+Golosinas+Grand+Bourg/data=!4m7!3m6!1s0x95bca29a6e0baf2d:0x93933ceb53aac441!8m2!3d-34.4898189!4d-58.7266473!16s%2Fg%2F11fnwhmj4z!19sChIJLa8LbpqivJURQcSqU-s8k5M?authuser=0&hl=es-419&rclk=1
Las Golochinas,Mayorista,011 3847-7754,+541138477754,SI,https://wa.me/541138477754,,"B. Rivadavia 345, B1629AAG Pilar, Provincia de Buenos Aires",,https://instagram.com/lasgolochinas,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Las+Golochinas/data=!4m7!3m6!1s0x95bc9cd140a1ac35:0xb8c8519130bad89b!8m2!3d-34.4550435!4d-58.9134776!16s%2Fg%2F11byl65gr7!19sChIJNayhQNGcvJURm9i6MJFRyLg?authuser=0&hl=es-419&rclk=1
Golosinas del Sur,Tienda de golosinas,011 7395-9668,+541173959668,SI,https://wa.me/541173959668,,"Av. Bartolomé Mitre 2487, B1872GFP Sarandí, Provincia de Buenos Aires",,http://www.golosinasdelsur.com.ar/,TiendaNube,GoogleMaps,https://www.google.com/maps/place/Golosinas+del+Sur/data=!4m7!3m6!1s0x95a3333d9bb54c75:0x83592c601ca1e64a!8m2!3d-34.6750113!4d-58.3498504!16s%2Fg%2F11gfnyb9mn!19sChIJdUy1mz0zo5URSuahHGAsWYM?authuser=0&hl=es-419&rclk=1
Golosinas La Estación,Mayorista de confitería,011 4304-0980,+541143040980,SI,https://wa.me/541143040980,,"Lima 1815, C1138 Cdad. Autónoma de Buenos Aires",,https://golosinaslaestacion.com/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Golosinas+La+Estaci%C3%B3n/data=!4m7!3m6!1s0x95bccbbc30505607:0xb0a4d0d0af2377e9!8m2!3d-34.6292378!4d-58.3815617!16s%2Fg%2F11jh34f37x!19sChIJB1ZQMLzLvJUR6Xcjr9DQpLA?authuser=0&hl=es-419&rclk=1
Distribuidora OKS,Mayorista de confitería,011 6280-2502,+541162802502,SI,https://wa.me/541162802502,,"Adolfo Alsina 1556, C1088AAC Cdad. Autónoma de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+OKS/data=!4m7!3m6!1s0x95bccadc81af98f5:0xb51453a2f8f12cf8!8m2!3d-34.6113135!4d-58.3881779!16s%2Fg%2F1q5btt949!19sChIJ9ZivgdzKvJUR-Czx-KJTFLU?authuser=0&hl=es-419&rclk=1
Distribuidora Almagro del Oeste,Tienda de golosinas,011 4481-1302,+541144811302,SI,https://wa.me/541144811302,,"Almagro 2850, B1714 Ituzaingó, Provincia de Buenos Aires",,https://www.facebook.com/distribuidora-almagro-del-oeste-260875890727832/,ERROR,GoogleMaps,https://www.google.com/maps/place/Distribuidora+Almagro+del+Oeste/data=!4m7!3m6!1s0x95bcbfbcd1ef4da7:0xad2806fe3dda36cb!8m2!3d-34.6467654!4d-58.7034124!16s%2Fg%2F1ts30g5r!19sChIJp03v0by_vJURyzbaPf4GKK0?authuser=0&hl=es-419&rclk=1
CASA ATENAS Golosinas y Cigarrillos por mayor y menor,Tienda de golosinas,011 4826-1660,+541148261660,SI,https://wa.me/541148261660,,"Pres. José Evaristo Uriburu 1149, C1114AAG Cdad. Autónoma de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/CASA+ATENAS+Golosinas+y+Cigarrillos+por+mayor+y+menor/data=!4m7!3m6!1s0x95bcca96fd4cb54f:0x7bf06798667ab271!8m2!3d-34.5948196!4d-58.3981972!16s%2Fg%2F11bc7g1jdw!19sChIJT7VM_ZbKvJURcbJ6Zphn8Hs?authuser=0&hl=es-419&rclk=1
Mayorista Segurola,Mayorista de confitería,011 5484-8776,+541154848776,SI,https://wa.me/541154848776,,"Segurola 665, C1407 Cdad. Autónoma de Buenos Aires",,http://www.mayoristasegurola.com.ar/,TiendaNube,GoogleMaps,https://www.google.com/maps/place/Mayorista+Segurola/data=!4m7!3m6!1s0x95bcc968d58a8771:0x526e58b2c7a1fc73!8m2!3d-34.6286999!4d-58.4887434!16s%2Fg%2F11h0bx6dpz!19sChIJcYeK1WjJvJURc_yhx7JYblI?authuser=0&hl=es-419&rclk=1
Golosinar,Tienda de golosinas,011 4372-3515,+541143723515,SI,https://wa.me/541143723515,,"Av. Corrientes 1872, C1045 Cdad. Autónoma de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Golosinar/data=!4m7!3m6!1s0x95bccb12e3f2a67d:0xfab4ba307ff05e93!8m2!3d-34.6045561!4d-58.3933502!16s%2Fg%2F11fp29rll6!19sChIJfaby4xLLvJURk17wfzC6tPo?authuser=0&hl=es-419&rclk=1
Carlos Fernández Golosinas,Tienda de golosinas,0221 481-0405,+542214810405,SI,https://wa.me/542214810405,,"C. 2 573, B1900 La Plata, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Carlos+Fern%C3%A1ndez+Golosinas/data=!4m7!3m6!1s0x95a2e648a2afb995:0xbeca1e1765ee55d1!8m2!3d-34.9057077!4d-57.9509418!16s%2Fg%2F11b8_q4_g0!19sChIJlbmvokjmopUR0VXuZRceyr4?authuser=0&hl=es-419&rclk=1
EL REY DE LOS COMBOS - GOLOSINAS POR MAYOR,Mayorista de confitería,011 5115-6687,+541151156687,SI,https://wa.me/541151156687,,"Almafuerte 224, B1842 Luis Guillon, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/EL+REY+DE+LOS+COMBOS+-+GOLOSINAS+POR+MAYOR/data=!4m7!3m6!1s0x95bcd1c62977edab:0xbaa89123d8c1c201!8m2!3d-34.8016934!4d-58.4500472!16s%2Fg%2F11fw8sd5zj!19sChIJq-13KcbRvJURAcLB2CORqLo?authuser=0&hl=es-419&rclk=1
Distribuidora Las Dos Reinas,Tienda de golosinas,011 4715-5745,+541147155745,SI,https://wa.me/541147155745,,"Independencia 475, B1608AJC Buenos Aires, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+Las+Dos+Reinas/data=!4m7!3m6!1s0x95bca4f04b28416b:0x9e6596dbf1feb2d8!8m2!3d-34.4530533!4d-58.6143636!16s%2Fg%2F11byflm3zs!19sChIJa0EoS_CkvJUR2LL-8duWZZ4?authuser=0&hl=es-419&rclk=1
Distribuidora RO-JO,Tienda de golosinas,011 4296-3561,+541142963561,SI,https://wa.me/541142963561,,"AAP, Leandro N. Alem 1882, B1841 Monte Grande, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+RO-JO/data=!4m7!3m6!1s0x95bcd3f965551cb3:0xc60a64862f2c3277!8m2!3d-34.8332006!4d-58.4550613!16s%2Fg%2F11fx8gf5zy!19sChIJsxxVZfnTvJURdzIsL4ZkCsY?authuser=0&hl=es-419&rclk=1
Mayorista Via Dulce,Mayorista,011 4660-4999,+541146604999,SI,https://wa.me/541146604999,,"Ing. Huergo 3204, B1613 Los Polvorines, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Mayorista+Via+Dulce/data=!4m7!3m6!1s0x95bca2d628da236b:0xc17bfd47e5ab2d90!8m2!3d-34.4994761!4d-58.6919395!16s%2Fg%2F11c1tdtpv1!19sChIJayPaKNaivJURkC2r5Uf9e8E?authuser=0&hl=es-419&rclk=1
Central De Golosinas,Tienda de golosinas,011 4786-0104,+541147860104,SI,https://wa.me/541147860104,,"Echeverría 3096, C1428DSD Cdad. Autónoma de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Central+De+Golosinas/data=!4m7!3m6!1s0x95bcb5d61908ef9b:0x2a37a39d2d7ebcd6!8m2!3d-34.5668565!4d-58.4622548!16s%2Fg%2F11ddw_1hzn!19sChIJm-8IGda1vJUR1rx-LZ2jNyo?authuser=0&hl=es-419&rclk=1
Mayorista de Golosinas EL FORTINCITO,Mayorista de confitería,4933-4472,49334472,NO,,,"Av. Brig. Gral. Juan Manuel de Rosas 3558, B1754 San Justo, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Mayorista+de+Golosinas+EL+FORTINCITO/data=!4m7!3m6!1s0x95bcc9b834628d3b:0x9a4ace4d6f197e1d!8m2!3d-34.68268!4d-58.554375!16s%2Fg%2F11hzlzfb1z!19sChIJO41iNLjJvJURHX4Zb03OSpo?authuser=0&hl=es-419&rclk=1
DISTRIBUIDORA Paseo Dulce S.R.L.,Almacén,011 4284-0629,+541142840629,SI,https://wa.me/541142840629,,"ABD, Av. Dardo Rocha 152, B1842 Monte Grande, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/DISTRIBUIDORA+Paseo+Dulce+S.R.L./data=!4m7!3m6!1s0x95bcd1643725f4df:0xa80a2c3bbfdea6d8!8m2!3d-34.8164042!4d-58.4708998!16s%2Fg%2F11b77f1fnr!19sChIJ3_QlN2TRvJUR2KbevzssCqg?authuser=0&hl=es-419&rclk=1
MEGA DISTRIBUIDORA FERRARI'S,Mayorista de confitería,0221 479-1912,+542214791912,SI,https://wa.me/542214791912,,"C. 42 1467, B1902AIE La Plata, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/MEGA+DISTRIBUIDORA+FERRARI%27S/data=!4m7!3m6!1s0x95a2e72a5ee5fea3:0x50f097d58bced61e!8m2!3d-34.9251774!4d-57.9755205!16s%2Fg%2F11ghff2f60!19sChIJo_7lXirnopURHtbOi9WX8FA?authuser=0&hl=es-419&rclk=1
Sr. Goloso Mayorista de golosinas y Alimentos Importados.,Tienda de golosinas,,,,,,"Malabia 371, C1414 Cdad. Autónoma de Buenos Aires",,https://srgoloso.mercadoshops.com.ar/,ERROR,GoogleMaps,https://www.google.com/maps/place/Sr.+Goloso+Mayorista+de+golosinas+y+Alimentos+Importados./data=!4m7!3m6!1s0x95bccb8c74389c65:0xdc7df65c023ae5cc!8m2!3d-34.5992931!4d-58.4400189!16s%2Fg%2F11r1g5jz4l!19sChIJZZw4dIzLvJURzOU6Alz2fdw?authuser=0&hl=es-419&rclk=1
Candy Colors Argentina Tienda de Golosinas por Color y Artículos para Candy Bar,Tienda de golosinas,011 7545-8214,+541175458214,SI,https://wa.me/541175458214,,"Manzoni 83, C1407 ICA, Cdad. Autónoma de Buenos Aires",,http://www.candycolorsargentina.com.ar/,TiendaNube,GoogleMaps,https://www.google.com/maps/place/Candy+Colors+Argentina+Tienda+de+Golosinas+por+Color+y+Art%C3%ADculos+para+Candy+Bar/data=!4m7!3m6!1s0x95bcc96f3eee6375:0x16b354bb7c03778!8m2!3d-34.6384583!4d-58.499477!16s%2Fg%2F11gnsb0652!19sChIJdWPuPm_JvJUReDfAt0s1awE?authuser=0&hl=es-419&rclk=1
Los Gringos Golosinas,Tienda de golosinas,011 5117-3115,+541151173115,SI,https://wa.me/541151173115,,"D'Onofrio 130, B1702DED Ciudadela, Provincia de Buenos Aires",,http://www.golosinaslosgringos.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Los+Gringos+Golosinas/data=!4m7!3m6!1s0x95bcc8401a5ac45b:0x2f15b2cf4ded3fe8!8m2!3d-34.6411215!4d-58.5309215!16s%2Fg%2F11cs399tr7!19sChIJW8RaGkDIvJUR6D_tTc-yFS8?authuser=0&hl=es-419&rclk=1
Compañía de Golosinas,Tienda de golosinas,,,,,,"Av. Rivadavia 2601, C1034 Cdad. Autónoma de Buenos Aires",,http://xn--compaiadegolosinas-r0b.com/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Compa%C3%B1%C3%ADa+de+Golosinas/data=!4m7!3m6!1s0x95bccb29cc7512f7:0x7eb344836e76a7ad!8m2!3d-34.6098099!4d-58.4034371!16s%2Fg%2F11j7l82tj1!19sChIJ9xJ1zCnLvJURrad2boNEs34?authuser=0&hl=es-419&rclk=1
Mayorista De Golosinas golovarela,Mayorista,4355-3027,43553027,NO,,,"Av. Tte. Gral. Juan Domingo Perón 438, B1888 Florencio Varela, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Mayorista+De+Golosinas+golovarela/data=!4m7!3m6!1s0x95a32965b8a71db7:0x645432d350351d7a!8m2!3d-34.8105225!4d-58.2709136!16s%2Fg%2F11c1tdjl48!19sChIJtx2nuGUpo5UReh01UNMyVGQ?authuser=0&hl=es-419&rclk=1
Lacteos FamilyBell,Mayorista,011 7725-5821,+541177255821,SI,https://wa.me/541177255821,,"Av. 7 1799, B1884BDK Berazategui, Provincia de Buenos Aires",,https://www.instagram.com/familybell.distribuciones?igsh=NnM1bTFrYXhqbjFm&utm_source=qr,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Lacteos+FamilyBell/data=!4m7!3m6!1s0x95a32ed1f22678e1:0x1615f49aaf999a55!8m2!3d-34.7712017!4d-58.2445881!16s%2Fg%2F1tg16xl8!19sChIJ4Xgm8tEuo5URVZqZr5r0FRY?authuser=0&hl=es-419&rclk=1
Distribuidora Lácteos,Tienda de alimentación,011 15-7089-3109,+54111570893109,NO,,,"Larraya 2324, C1440 Cdad. Autónoma de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+L%C3%A1cteos/data=!4m7!3m6!1s0x95bcc91217b14d1b:0xab284176bb613853!8m2!3d-34.659851!4d-58.4906823!16s%2Fg%2F11gfd5wr0m!19sChIJG02xFxLJvJURUzhhu3ZBKKs?authuser=0&hl=es-419&rclk=1
Don Antonio - Mayorista de Quesos y Fiambres,Tienda de neveras,011 4573-3073,+541145733073,SI,https://wa.me/541145733073,,"Av. de los Constituyentes 4211, C1431 Cdad. Autónoma de Buenos Aires",,http://www.depositodonantonio.com/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/Don+Antonio+-+Mayorista+de+Quesos+y+Fiambres/data=!4m7!3m6!1s0x95bcb64161f437e9:0xbe3c2e2817b54bb8!8m2!3d-34.5837269!4d-58.489778!16s%2Fg%2F11b70dr4ch!19sChIJ6Tf0YUG2vJURuEu1FyguPL4?authuser=0&hl=es-419&rclk=1
El Argentino,Quesería,011 6675-7550,+541166757550,SI,https://wa.me/541166757550,,"Av. Dr. Ricardo Balbín 2801, B1663 San Miguel, Provincia de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/El+Argentino/data=!4m7!3m6!1s0x95bcbd77f1efab5f:0x290bf850053e0424!8m2!3d-34.5550793!4d-58.7253052!16s%2Fg%2F11byp6r3g5!19sChIJX6vv8Xe9vJURJAQ-BVD4Cyk?authuser=0&hl=es-419&rclk=1
Distribuidora Congreso,Quesería,011 4545-7704,+541145457704,SI,https://wa.me/541145457704,,"Av. Congreso 4899, C1431AAD Cdad. Autónoma de Buenos Aires",,,(sin web),GoogleMaps,https://www.google.com/maps/place/Distribuidora+Congreso/data=!4m7!3m6!1s0x95bcb65f8f488ba5:0x29f114adb91a7bb2!8m2!3d-34.568378!4d-58.4879102!16s%2Fg%2F1w4vl365!19sChIJpYtIj1-2vJURsnsaua0U8Sk?authuser=0&hl=es-419&rclk=1
Lácteos Paz,Quesería,011 3378-2383,+541133782383,SI,https://wa.me/541133782383,,"Bermúdez 1295, C1407 Cdad. Autónoma de Buenos Aires",,http://www.lacteospaz.com.ar/,NINGUNO,GoogleMaps,https://www.google.com/maps/place/L%C3%A1cteos+Paz/data=!4m7!3m6!1s0x95bcc9924c051c4f:0x85cd77a2607150f6!8m2!3d-34.6255218!4d-58.5012443!16s%2Fg%2F11h1dfmbp3!19sChIJTxwFTJLJvJUR9lBxYKJ3zYU?authuser=0&hl=es-419&rclk=1
